customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4NX9-7M53M,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.21,1148.36,No
4O2Q-VDVP0,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),90.16,3231.95,Yes
4OQB-7S86C,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.48,460.34,Yes
4OZH-32TCA,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,55.75,285.65,No
4P18-3ION5,Male,1,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.09,3257.6,No
4P47-PG72L,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.31,46.43,Yes
4PEZ-0D9V4,Male,1,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,779.25,Yes
4PIJ-QJM3U,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,47.11,2878.01,Yes
4PX2-TCEP8,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.24,3524.99,Yes
4QBE-9SK5E,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,861.47,No
4QF3-IL2CG,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,118.75,323.74,Yes
4QT3-4SBCL,Male,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.68,848.56,No
4R2E-TZQP9,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),69.87,3949.63,No
4RMC-10W3Q,Male,0,Yes,No,40,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.36,2212.69,Yes
4RPT-RB2XH,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),54.5,329.13,Yes
4RQG-33WAM,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,37.73,892.51,No
4S5X-3QZF2,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.15,1506.28,No
4SCP-ESEWQ,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.34,2229.05,Yes
4SLK-QBR0O,Male,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.57,2978.32,No
4SNB-LAN5L,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.22,217.33,Yes
4T3B-O4NQN,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.62,116.54,Yes
4TJB-IYUUG,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,97.45,4171.23,Yes
4TVN-2LMDD,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.15,5309.12,No
4TVP-IYCF0,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),29.35,240.67,No
4UBX-DVJGA,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.4,2997.54,No
4UHZ-PQ5KQ,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,78.74,3101.09,No
4V0W-TYRGT,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.89,4947.23,Yes
4V4F-WFTHQ,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,108.58,7828.98,No
4V73-62YAR,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.3,47.2,Yes
4V9W-EIFG5,Female,0,No,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.42,1748.4,No
4VDN-FRM66,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,78.68,5242.3,No
4VK7-2PFBE,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.24,178.93,Yes
4VKA-CASMV,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.29,190.07,No
4VMF-P1H9A,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,42.52,282.9,Yes
4VRJ-79FUW,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.54,2239.33,Yes
4VYI-4MVYK,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.25,2080.01,No
4W4A-4L2AB,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.08,4367.9,No
4W53-JV2BR,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.63,3309.71,Yes
4W83-Q6DCI,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,18.8,Yes
4WFT-3HFCI,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.81,5281.55,Yes
4WW3-AE72I,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.21,97.87,No
4X68-X4JK7,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.33,1001.99,Yes
4X7O-09KUK,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.13,794.81,No
4X7V-K3FH9,Female,1,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.34,373.74,No
4X9Z-PBDZL,Male,0,No,Yes,43,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,38.35,1684.3,Yes
4XHE-VRFZJ,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,63.93,4250.6,No
4XNB-939C7,Male,0,No,No,34,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.91,1567.02,Yes
4XSP-87F6N,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),75.67,204.06,Yes
4Y4Z-SHH1B,Male,1,No,No,61,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),61.72,3808.42,No
4Y9G-9WWNT,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.34,243.28,Yes
4YC3-UEXFR,Female,1,No,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.3,2759.18,No
4YD3-KVCUL,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.56,1252.39,Yes
4YS1-9E2U6,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,67.35,242.88,Yes
4YVK-BYYVR,Male,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.2,2802.8,No
4Z0K-0OWNL,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.61,18.8,Yes
4Z10-0MX6S,Female,1,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.29,35.09,Yes
4Z1L-9A7EO,Female,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.63,1030.62,No
4Z2K-S3HH7,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.61,336.35,Yes
4Z4Y-A3AMF,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.01,18.8,No
4Z6M-8NG3D,Female,0,Yes,No,47,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),51.31,2465.06,No
4Z9D-5TQ23,Female,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.29,1141.09,No
4ZBB-AG6F7,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,106.7,5476.45,No
4ZDG-93EDG,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.59,2124.55,Yes
4ZF0-BGOK4,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.45,3380.08,No
4ZM0-K02DN,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,39.33,1321.22,No
4ZP8-YA4W5,Female,1,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,36.02,1374.17,Yes
4ZQW-WBEO6,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),109.33,6843.3,No
509B-NKHQR,Female,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.01,3725.84,Yes
50H6-5594H,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.17,3738.05,Yes
50JG-9XA03,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,42.09,1997.56,Yes
514E-4P2SV,Female,1,No,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),52.78,73.87,Yes
515W-9JJAU,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.2,1067.65,Yes
51GQ-5UIHX,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),43.97,361.52,No
51P0-V0OGN,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.63,3089.96,Yes
51SA-DUHYJ,Female,1,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,18.8,Yes
51TL-ZSY8A,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.07,2204.48,No
51UB-HMHXU,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.97,919.56,No
51UY-8BIIZ,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.27,112.68,No
5206-H0VHQ,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.59,3768.16,No
520D-JH8OV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.29,357.26,Yes
522Y-YFFEC,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.1,467.94,Yes
524B-Q1EG5,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.98,18.8,Yes
524U-0W7L9,Female,1,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.5,1117.66,Yes
526M-0NW5Q,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,74.53,3674.32,No
52DU-VHBCX,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.68,37.65,No
52FX-2ZV00,Male,0,No,Yes,69,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.25,4623.22,No
52WF-BA1Y2,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),74.56,5357.45,No
52ZJ-PII1A,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),41.46,327.54,Yes
53K4-NJNHS,Male,0,No,Yes,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),31.01,2159.69,No
53NM-DPLE2,Female,1,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.23,81.82,Yes
53XT-1XTCN,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),85.89,3979.1,No
5428-Q281N,Male,1,No,No,54,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.18,2409.29,Yes
546U-6ZRTA,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,69.36,4931.31,No
549Q-Y5EU3,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.26,376.31,No
54QD-0S9OJ,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.21,42.6,Yes
554S-J7429,Female,1,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.22,3203.82,Yes
555M-UVB2M,Male,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,85.6,5606.21,No
55AK-5G4J0,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.14,1276.09,Yes
55B0-VC3MY,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,48.72,3171.51,No
55FB-0JRQ3,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.77,3314.19,Yes
55GI-OEWH4,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),21.75,196.37,No
55HD-UBBJ6,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.21,41.59,No
55O0-I2JCP,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.71,1875.9,Yes
55PE-FVXWS,Male,1,Yes,Yes,43,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,37.03,1611.07,No
55S2-L3RZE,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.11,999.9,Yes
55TW-D5NWW,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.33,506.3,Yes
55XL-4EY0F,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.46,836.83,No
55ZQ-DUSPP,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,82.96,168.88,No
5600-1PWEV,Male,1,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.37,1196.18,Yes
560Y-F5CQM,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.89,66.82,No
56BW-YBQ0I,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,51.08,224.01,Yes
56UF-E8CDQ,Male,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.43,922.79,No
57AJ-5R3XO,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.57,128.9,Yes
57DF-FVXOM,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,56.78,3767.11,Yes
57DN-ZDIB1,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.5,639.9,No
57G3-EURMW,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,64.29,2552.36,No
57L1-HWVI8,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,58.61,Yes
57LM-XA09J,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.44,433.57,No
584F-98JH7,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.87,2477.04,Yes
584F-ONGUK,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,66.25,2754.85,No
58A1-YBSWS,Female,1,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.24,6354.07,No
58S2-4QFPD,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.31,18.8,Yes
58YE-BSL43,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,98.89,5298.23,Yes
5928-MCZWW,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.54,80.63,No
594Q-LEJL6,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.96,1205.05,No
598P-819GR,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.73,4010.07,No
59DZ-V4B22,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),35.18,1202.44,No
59ND-NVCXI,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.44,841.95,Yes
59UA-XU3GR,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.3,4812.06,Yes
59UN-ZWR16,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.04,3817.11,No
59VL-KI8XE,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.07,2130.57,No
5A45-6LICJ,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.86,738.66,No
5A7N-V9WE2,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),54.32,3272.05,No
5A8B-VGFSD,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.93,190.83,No
5A9A-OWPH5,Male,0,No,Yes,58,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.52,2687.13,Yes
5A9E-CJBNH,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.67,1034.34,No
5AAK-CQ9O3,Female,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),69.63,4047.18,Yes
5ACT-E1L5N,Female,0,No,No,29,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,65.5,2003.07,No
5AU5-GJ414,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,111.06,6475.97,Yes
5B6B-0QCNQ,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,88.24,887.8,No
5BDO-LO1I7,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,57.0,3648.09,No
5BL6-ZHJ7B,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.16,776.7,Yes
5BU3-0NF9G,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.55,318.66,Yes
5C46-UGCFY,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.47,18.8,No
5CB5-1YOP2,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.4,115.02,No
5CBJ-ISK8K,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.27,1277.74,Yes
5CCR-CQBL7,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.26,1535.35,No
5CG0-6L98A,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.81,222.35,Yes
5CJO-3VVOX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.33,102.83,Yes
5CPU-JYS5Q,Male,1,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,40.59,297.71,Yes
5CQS-EY7QH,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.24,1836.74,No
5CXI-PNHXY,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,101.49,5261.08,Yes
5DBT-B4QF3,Female,1,No,Yes,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.56,2392.3,No
5DIQ-FUHCC,Female,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.28,3880.92,Yes
5DJY-759V1,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.34,3811.25,Yes
5DU7-54T4K,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.77,114.82,No
5DZ7-8Z7TM,Female,0,No,Yes,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.4,1632.99,No
5DZY-SZKR5,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,68.97,3838.98,No
5E3M-3MYQN,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.94,1635.95,Yes
5ELP-KFASO,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.99,665.96,Yes
5ERB-TLP8V,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.38,1698.15,Yes
5F3U-YLZ2M,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.88,5488.79,Yes
5F8O-AA6V7,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.0,55.65,No
5FMB-KBWVP,Male,1,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.75,2439.89,Yes
5FZH-DONAY,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.2,2951.78,Yes
5G24-RHJBK,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),85.62,2612.98,No
5GGT-J4V5P,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,75.18,1540.02,Yes
